TRAVELID,hpzl,sj,laneid,longitude,latitude,angle,speed,turn,posm,ftnode
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:38:30,3,118.76294587906658,30.94428391849536,4.72626560114355,35.0756118442856,S,478.418050102776,4724_4863
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:07:00,3,118.76315066534823,30.947023715905324,184.660774846854,35.1844102459335,S,368.617549749873,4863_4724
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:07:30,4,118.76267271970279,30.94441196881972,184.703299813157,35.1844102459335,S,75.4141310337596,4863_4724
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:39:00,2,118.763284042878,30.94689508788827,4.70263718407424,35.0756118442856,S,186.121284733729,4724_4863
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:39:30,4,118.76339574872468,30.948561033989943,3.26485731674164,0.0,S,1.0,4724_4863
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:42:00,3,118.76313730365193,30.947910695065726,184.660774846854,35.0367904307695,S,466.692322170943,4863_4724
43a18a2a15ceec72b3eb832938f96f6c,2,2019-07-01 08:42:30,3,118.76263326039421,30.945314550627455,184.697157366403,35.0367904307695,S,174.719068581198,4863_4724
3d249e517d438ceeb068e91ab72ba79f,2,2019-07-01 08:38:30,3,118.76281504410497,30.94604386146485,184.696538225534,7.08293561274824,S,257.107083364803,4863_4724
3d249e517d438ceeb068e91ab72ba79f,2,2019-07-01 08:40:00,4,118.76257427360612,30.944430575835316,184.703299813157,7.14147216269684,S,76.5772989528105,4863_4724
3d249e517d438ceeb068e91ab72ba79f,2,2019-07-01 09:25:00,3,118.76290861424911,30.946272003524452,184.696538225534,42.3319959312504,S,283.213306208336,4863_4724
